0 True value: 2.575 ; calculated value: 2.545; error: -1.153% 
121 True value: 3.999 ; calculated value: 3.905; error: -2.335% 
122 True value: 5.205 ; calculated value: 5.058; error: -2.821% 
123 True value: 4.494 ; calculated value: 4.373; error: -2.698% 
124 True value: 4.395 ; calculated value: 4.304; error: -2.057% 
125 True value: 2.347 ; calculated value: 2.316; error: -1.331% 
126 True value: 2.341 ; calculated value: 2.306; error: -1.476% 
127 True value: 4.08 ; calculated value: 3.998; error: -2.016% 
128 True value: 3.693 ; calculated value: 3.61; error: -2.239% 
129 True value: 4.86 ; calculated value: 4.717; error: -2.94% 
130 True value: 5.122 ; calculated value: 4.986; error: -2.663% 
131 True value: 4.457 ; calculated value: 4.354; error: -2.302% 
132 True value: 4.499 ; calculated value: 4.377; error: -2.716% 
133 True value: 2.749 ; calculated value: 2.677; error: -2.619% 
134 True value: 3.986 ; calculated value: 3.924; error: -1.568% 
135 True value: 3.437 ; calculated value: 3.385; error: -1.524% 
136 True value: 3.104 ; calculated value: 3.027; error: -2.491% 
137 True value: 4.114 ; calculated value: 4.019; error: -2.312% 
138 True value: 4.158 ; calculated value: 4.093; error: -1.577% 
139 True value: 1.68 ; calculated value: 1.659; error: -1.232% 
140 True value: 3.523 ; calculated value: 3.447; error: -2.171% 
141 True value: 4.833 ; calculated value: 4.722; error: -2.304% 
142 True value: 3.694 ; calculated value: 3.615; error: -2.12% 
143 True value: 3.893 ; calculated value: 3.805; error: -2.266% 
144 True value: 2.402 ; calculated value: 2.374; error: -1.197% 
145 True value: 3.351 ; calculated value: 3.277; error: -2.201% 
146 True value: 3.996 ; calculated value: 3.892; error: -2.595% 
147 True value: 3.169 ; calculated value: 3.111; error: -1.836% 
148 True value: 3.874 ; calculated value: 3.803; error: -1.842% 
149 True value: 3.895 ; calculated value: 3.797; error: -2.524% 
150 True value: 3.293 ; calculated value: 3.214; error: -2.395% 
151 True value: 3.35 ; calculated value: 3.292; error: -1.719% 
152 True value: 2.966 ; calculated value: 2.903; error: -2.112% 
153 True value: 3.952 ; calculated value: 3.853; error: -2.49% 
154 True value: 5.33 ; calculated value: 5.161; error: -3.168% 
155 True value: 4.362 ; calculated value: 4.272; error: -2.071% 
156 True value: 4.341 ; calculated value: 4.24; error: -2.322% 
157 True value: 3.326 ; calculated value: 3.246; error: -2.388% 
158 True value: 3.993 ; calculated value: 3.914; error: -1.986% 
159 True value: 4.877 ; calculated value: 4.771; error: -2.188% 
160 True value: 5.426 ; calculated value: 5.268; error: -2.909% 
161 True value: 3.034 ; calculated value: 2.996; error: -1.259% 
162 True value: 3.444 ; calculated value: 3.379; error: -1.895% 
163 True value: 5.265 ; calculated value: 5.077; error: -3.584% 
164 True value: 2.792 ; calculated value: 2.75; error: -1.513% 
165 True value: 3.843 ; calculated value: 3.773; error: -1.838% 
166 True value: 2.616 ; calculated value: 2.571; error: -1.723% 
167 True value: 3.354 ; calculated value: 3.286; error: -2.042% 
168 True value: 2.946 ; calculated value: 2.892; error: -1.832% 
169 True value: 4.094 ; calculated value: 3.997; error: -2.361% 
170 True value: 5.759 ; calculated value: 5.56; error: -3.456% 
171 True value: 4.485 ; calculated value: 4.404; error: -1.82% 
172 True value: 3.508 ; calculated value: 3.417; error: -2.593% 
173 True value: 4.009 ; calculated value: 3.928; error: -2.014% 
174 True value: 3.568 ; calculated value: 3.495; error: -2.04% 
175 True value: 3.545 ; calculated value: 3.456; error: -2.501% 
176 True value: 5.976 ; calculated value: 5.773; error: -3.401% 
177 True value: 2.847 ; calculated value: 2.797; error: -1.767% 
178 True value: 3.338 ; calculated value: 3.258; error: -2.393% 
179 True value: 5.115 ; calculated value: 4.955; error: -3.145% 
180 True value: 4.775 ; calculated value: 4.637; error: -2.901% 
181 True value: 4.201 ; calculated value: 4.092; error: -2.585% 
182 True value: 3.616 ; calculated value: 3.537; error: -2.167% 
183 True value: 2.877 ; calculated value: 2.827; error: -1.746% 
184 True value: 3.63 ; calculated value: 3.536; error: -2.571% 
185 True value: 4.882 ; calculated value: 4.734; error: -3.023% 
186 True value: 4.955 ; calculated value: nan; e rror: nan% 
187 True value: 5.78 ; calculated value: 5.588; error: -3.315% 
188 True value: 6.566 ; calculated value: 6.372; error: -2.947% 
189 True value: 3.53 ; calculated value: 3.455; error: -2.116% 
190 True value: 3.438 ; calculated value: 3.367; error: -2.062% 
191 True value: 4.356 ; calculated value: 4.247; error: -2.5% 
192 True value: 3.69 ; calculated value: 3.618; error: -1.969% 
193 True value: 3.529 ; calculated value: 3.458; error: -1.999% 
194 True value: 2.323 ; calculated value: 2.288; error: -1.483% 
195 True value: 2.961 ; calculated value: 2.916; error: -1.498% 
196 True value: 4.41 ; calculated value: 4.305; error: -2.368% 
197 True value: 3.364 ; calculated value: 3.3; error: -1.905% 
198 True value: 3.476 ; calculated value: 3.4; error: -2.175% 
199 True value: 2.949 ; calculated value: 2.9; error: -1.666% 
200 True value: 3.037 ; calculated value: 2.975; error: -2.05% 
201 True value: 3.731 ; calculated value: 3.688; error: -1.158% 
202 True value: 2.923 ; calculated value: 2.88; error: -1.491% 
203 True value: 5.22 ; calculated value: 5.041; error: -3.436% 
204 True value: 4.41 ; calculated value: 4.306; error: -2.348% 
205 True value: 4.896 ; calculated value: 4.753; error: -2.933% 
206 True value: 3.206 ; calculated value: 3.12; error: -2.678% 
207 True value: 4.114 ; calculated value: 4.029; error: -2.069% 
208 True value: 2.9 ; calculated value: 2.838; error: -2.144% 
209 True value: 4.371 ; calculated value: 4.232; error: -3.187% 
210 True value: 3.444 ; calculated value: 3.363; error: -2.356% 
211 True value: 2.781 ; calculated value: 2.736; error: -1.597% 
212 True value: 6.26 ; calculated value: 6.01; error: -3.993% 
213 True value: 3.119 ; calculated value: 3.055; error: -2.042% 
214 True value: 2.738 ; calculated value: 2.681; error: -2.1% 
215 True value: 3.758 ; calculated value: 3.659; error: -2.638% 
216 True value: 2.283 ; calculated value: 2.243; error: -1.788% 
217 True value: 4.968 ; calculated value: 4.795; error: -3.496% 
218 True value: 4.411 ; calculated value: 4.305; error: -2.417% 
219 True value: 3.52 ; calculated value: 3.438; error: -2.314% 
220 True value: 3.856 ; calculated value: 3.756; error: -2.57% 
221 True value: 2.895 ; calculated value: 2.844; error: -1.774% 
222 True value: 5.064 ; calculated value: 4.906; error: -3.117% 
223 True value: 3.247 ; calculated value: 3.193; error: -1.68% 
224 True value: 3.429 ; calculated value: 3.366; error: -1.825% 
225 True value: 3.352 ; calculated value: 3.272; error: -2.363% 


Average=-2.181633006663748

